,x,y,t,Cd,Cl,V,Theta,vx,vy,dvx/dt,dvy/dt
0,1.0,1.0,0.0,0.6888721627714209,0.2149704937334089,27.77777777777778,0.471,24.753193227814556,12.60493408543181,-14.217239638817066,-31.998220586297574
1,1.246110208314264,1.1228495187956884,0.01,0.6900896541461746,0.21616274301326838,27.506769876672642,0.4629791148378537,24.611020831426387,12.284951879568833,-14.217239638817066,-31.998220586297574
2,1.7355480922482107,1.3622626325600904,0.02,0.6912857808391982,0.21733680862281296,27.24280094227216,0.4549375335735401,24.47189419669734,11.970655688220102,-14.064951555860851,-31.71391986058538
3,2.4656181563121082,1.7121167913761441,0.03,0.6924609591525441,0.21849311531911397,26.985597617230148,0.44687468360340854,24.33566880212991,11.661805293868461,-13.917480856154894,-31.43762638544493
4,3.43370653653199,2.1664438015501664,0.04,0.6936155829176041,0.21963205898992794,26.734903965724516,0.43879003771236086,24.20220950549704,11.358175254350552,-13.77459305793786,-31.16897077703143
5,4.637276021877115,2.7194214836695103,0.05,0.6947500257210479,0.22075400920610394,26.490479972820513,0.43068311054933867,24.071389706902508,11.059553642386874,-13.636070418240992,-30.90760886089873
6,6.073861458126705,3.365365938959329,0.060000000000000005,0.6958646428696216,0.22185931149457705,26.25210020679873,0.42255345551801776,23.943090604159842,10.765740921496977,-13.501710394245258,-30.653219398913855
7,7.741065495115,4.098724364802705,0.07,0.6969597731281518,0.22294828936847794,26.019552623275764,0.4144006620265379,23.817200528404214,10.476548940619653,-13.371324277290595,-30.405502068745086
8,9.636554643089468,4.914068367396213,0.08,0.69803574025991,0.2240212461453396,25.79263749313386,0.4062243530489657,23.693614349680836,10.191800032418856,-13.244735976671524,-30.16417566266191
9,11.758055608028698,5.806087725617851,0.09,0.6990928543941809,0.22507846657979452,25.571166438919875,0.39802418295846687,23.572232943769233,9.911326202462641,-13.121780933836932,-29.928976477435207
10,14.103351879305192,6.769584565447938,0.09999999999999999,0.7001314132423158,0.22612021833333917,25.354961566577053,0.3897998355981773,23.452962712764947,9.634968398300877,-13.002305150496085,-29.699656871309323
11,16.670280546134734,7.799467908838674,0.10999999999999999,0.7011517031805582,0.22714675330055845,25.143854681217086,0.3815510225607465,23.335715152995828,9.362575849006689,-12.886164316533886,-29.475983967501104
12,19.456729321903204,8.890748564883557,0.11999999999999998,0.7021540002154305,0.22815830880852578,24.937686577190302,0.3732774816516845,23.22040646473725,9.094005467040692,-12.773223025644226,-29.25773848659265
13,22.46063375776525,10.03853433458423,0.12999999999999998,0.7031385708453549,0.22915510870384265,24.736306394020904,0.36497897551512765,23.106957198938836,8.829121305389798,-12.663354068274776,-29.04471369263087
14,25.679974628918522,11.238025503524419,0.13999999999999999,0.7041056728303955,0.23013736433987328,24.539571030883284,0.3566552904035628,22.995291936809096,8.567794063858482,-12.556437792896155,-28.836714439809487
15,29.112775478715,12.484510599401206,0.15,0.7050555558804885,0.2311052754751089,24.34734461323943,0.34830623507552594,22.88533899864318,8.30990063917858,-12.452361527809167,-28.633556308354873
16,32.757100307313195,13.773362393685435,0.16,0.7059884622712279,0.23205903109221587,24.1594980060629,0.3399316398073844,22.777030178738688,8.055323714276433,-12.351019056724176,-28.435064819721102
17,36.61105139293164,15.10003412872963,0.17,0.7069046273951656,0.23299881014613644,23.975908368765346,0.33153135550709734,22.670300503637932,7.803951382612914,-12.252310142215423,-28.241074722464088
18,40.672767234960816,16.46005595345095,0.18000000000000002,0.7078042802556244,0.2339247822485989,23.796458747534647,0.3231052529193711,22.565088011273165,7.555676804007326,-12.156140091896614,-28.05142934124713
19,44.94042060924845,17.849031552319826,0.19000000000000003,0.708687643909202,0.23483710829551518,23.621037701305074,0.3146532219129283,22.46133354888228,7.310397888783556,-12.06241936280145,-27.86597998235922
20,49.41221672681131,19.262634953809126,0.20000000000000004,0.7095549358624271,0.2357359410429915,23.4495389580224,0.30617517084173423,22.358980587814315,7.068017007446498,-11.971063200001202,-27.68458538992655
21,54.08639148805931,20.69660750572673,0.21000000000000005,0.7104063684274076,0.23662142563701918,23.281861098249983,0.2976710259729833,22.25797505356191,6.8284407234171445,-11.881991305964977,-27.507111247688876
22,58.96120982535977,22.146755005986144,0.22000000000000006,0.7112421490407738,0.23749370010134588,23.117907263495578,0.28914073097548887,22.158265169547498,6.591579546633707,-11.79512753757753,-27.33342972180955
23,64.0349641274314,23.60894497838202,0.23000000000000007,0.7120624805497433,0.23835289578752988,22.957584886929123,0.2805842464628395,22.059801313354917,6.357347706069029,-11.710399628085376,-27.163419040707733
24,69.30597273964958,25.079104083844538,0.24000000000000007,0.7128675614687229,0.23919913779074478,22.800805444415946,0.2720015495863104,21.96253588424243,6.12566293942715,-11.627738931550523,-26.99696310835274
25,74.77257853487437,26.55321565846154,0.25000000000000006,0.7136575862094989,0.24003254533452648,22.647484224012214,0.2633926336730699,21.866423180899183,5.896446298468005,-11.547080187661491,-26.83395114785521
26,80.43314754988909,28.027317370290483,0.26000000000000006,0.7144327452877443,0.24085323212731424,22.497540112265217,0.25475750790569524,21.771419288518107,5.669621968572864,-11.468361304986336,-26.674277372534398
27,86.28606768296507,29.49749898764336,0.2700000000000001,0.7151932255082925,0.24166130669335054,22.350895395832627,0.24609619703942587,21.677481974355477,5.445117101306962,-11.39152316095955,-26.517840681943873
28,92.32974744845441,30.95990025212498,0.2800000000000001,0.7159392101313733,0.24245687268023974,22.207475577087173,0.2374087411539551,21.584570591033376,5.222861658862927,-11.316509417075643,-26.364544380603142
29,98.56261478466037,32.4107088502454,0.2900000000000001,0.7166708790217862,0.2432400291452401,22.067209202506717,0.22869519543687167,21.492645986917097,5.002788269380741,-11.243266347922274,-26.21429591741747
30,104.98311591155037,33.84615847791726,0.3000000000000001,0.7173884087827874,0.24401087082215892,21.93002770276888,0.21995562999615234,21.401670422966646,4.784832092239516,-11.171742682826359,-26.067006643974302
31,111.58971423516192,35.262526992593685,0.3100000000000001,0.7180919728762922,0.244769488370541,21.79586524357457,0.21119012969934897,21.311607495521105,4.5689306925046065,-11.10188945901113,-25.922591590087745
32,118.38088929581069,36.656134648207136,0.3200000000000001,0.7187817417308365,0.24551596860868033,21.664658586318424,0.2023987940373348,21.222422064527404,4.355023923792043,-11.033659885272348,-25.780969255124262
33,125.35513575744555,38.023342408438275,0.3300000000000001,0.7194578828385998,0.24625039473184165,21.536346957807783,0.19358173701066464,21.13408018677231,4.143053818882233,-10.967009215279528,-25.642061413786585
34,132.51096243570976,39.36055033418051,0.34000000000000014,0.7201205608426682,0.24697284651695162,21.410871928306033,0.18473908703677397,21.04654905371821,3.9329644874771663,-10.901894629695128,-25.505792935160702
35,139.84689136246308,40.664196041373444,0.35000000000000014,0.7207699376155997,0.2476834005149043,21.2881772972429,0.17587098687639366,20.95979693358095,3.7247020205512396,-10.838275126381724,-25.372091613944477
36,147.3614568846988,41.93075322565986,0.36000000000000015,0.7214061723302573,0.2483821302315247,21.168208985993626,0.1669775935776846,20.873793117321433,3.518214400795605,-10.77611141803645,-25.240888012878337
37,155.05320479595233,43.156730250579166,0.37000000000000016,0.7220294215237786,0.24906910629814116,21.050914937182586,0.1580590784367195,20.788507868252747,3.313451418700822,-10.715365836653534,-25.11211531548914
38,162.92069149844914,44.33866879624698,0.38000000000000017,0.722639839155472,0.2497443966326353,20.93624502001459,0.14911562697303432,20.703912374991624,3.1103645938626574,-10.656002244270864,-24.98570918833986
39,170.96248319437697,45.47314256568852,0.3900000000000002,0.7232375766593557,0.25040806659176446,20.824150941180473,0.1401474389190698,20.619978707507208,2.9089071011321472,-10.597985949506013,-24.861607652050402
40,179.17715510479374,46.55675604619391,0.4000000000000002,0.7238227829919848,0.2510601791154838,20.71458616092222,0.1311547282223981,20.536679776041918,2.70903370126347,-10.541283629431593,-24.739750960420835
41,187.56329071480033,47.58614332324839,0.4100000000000002,0.7243956046761554,0.2517007948639347,20.607505813878067,0.12213772305970241,20.453989292698964,2.5107006757426316,-10.485863256379494,-24.620081487046765
42,196.11948104371396,48.55796694476106,0.4200000000000002,0.7249561858410182,0.2523299723477124,20.502866634359528,0.11309666586153592,20.37188173550865,2.313865765506346,-10.431694029299768,-24.50254361887014
43,204.84432393907872,49.468916833473436,0.4300000000000002,0.7255046682590834,0.25294776805197394,20.400626885740966,0.10403181334694359,20.290332314801773,2.1184881132845828,-10.378746309332053,-24.387083656156328
44,213.73642339344113,50.31570924557502,0.4400000000000002,0.7260411913805566,0.25355423655490567,20.300746293668173,0.09494343656707203,20.20931694173276,1.9245282093217906,-10.326991559276806,-24.273649718431848
45,222.794388882905,51.09508577368825,0.45000000000000023,0.7265658923653996,0.25414943064102447,20.20318598281611,0.0858318209569372,20.128812198808582,1.7319478402516033,-10.276402286679941,-24.162191655956
46,232.01683472655887,51.8038123925103,0.46000000000000024,0.7270789061134812,0.25473340140975353,20.107908416946938,0.07669726639454973,20.048795312290995,1.5407100409175047,-10.226951990268608,-24.05266096633543
47,241.4023794659438,52.438678545515984,0.47000000000000025,0.7275803652931406,0.2553061983796763,20.014877342039263,0.06754008726663052,19.96924412635088,1.3507790489482545,-10.178615109497175,-23.945010715922443
48,250.949645263798,52.99649627123347,0.48000000000000026,0.7280704003684608,0.25586786958884294,19.924057732276886,0.05836061254016844,19.890137078862914,1.162120261911431,-10.131366976982585,-23.83919546566744
49,260.6572573213796,53.47409936770563,0.49000000000000027,0.7285491396255226,0.25641846169147453,19.83541573870146,0.049159185839096835,19.811453178737896,0.97470019688196,-10.085183773625833,-23.735171201122128
50,270.52384331372866,53.86834259384294,0.5000000000000002,0.7290167091978798,0.25695802005138285,19.748918640348364,0.03993616552537926,19.733171984698217,0.7884864522746291,-10.040042486232673,-23.63289526631435
51,280.5480328422873,54.17610090646125,0.5100000000000002,0.7294732330914788,0.25748658883240233,19.66453479769817,0.030691924783803563,19.6552735854091,0.6034476718006054,-9.995920867461678,-23.532326301237642
52,290.72845690434764,54.39426873187875,0.5200000000000002,0.7299188332092221,0.2580042110861053,19.582233608288604,0.021426851709800594,19.577738580885264,0.41955351041827704,-9.952797397940945,-23.43342418271832
53,301.0637473788499,54.51975927102237,0.5300000000000002,0.730353629375356,0.2585109288370531,19.501985464343043,0.012141349399599813,19.500548065098588,0.23677460215776946,-9.910651250407481,-23.336149968441575
54,311.5525365280976,54.54950383706419,0.5400000000000003,0.730777739359847,0.25900678316581655,19.423761712281866,0.002835836042044038,19.42368360971801,0.05508252970705563,-9.86946225573434,-23.240465843934718
55,322.19345651500254,54.48045122467458,0.5500000000000003,0.7311912789028974,0.2594918142899801,19.347534613992455,-0.006489254988615413,19.347127248917996,-0.1255502043447425,-9.829210870721013,-23.14633507232099
56,332.9851389355126,54.309567110040184,0.5600000000000003,0.7315943617397302,0.25996606164332964,19.27327730974238,-0.015833475039626618,19.270861465196603,-0.3051502047042849,-9.789878147532058,-23.053721946671587
57,343.92621436591713,54.033833480851975,0.5700000000000003,0.7319870996257699,0.2604295639534071,19.200963782628193,-0.025196360087033357,19.194869176148273,-0.48374320910212276,-9.751445704677684,-22.96259174479636
58,355.0153119247587,53.65024809552253,0.5800000000000003,0.7323696023623236,0.26088235931760045,19.130568824459832,-0.03457743064404718,19.119133722140567,-0.6613541126369729,-9.713895699437904,-22.872910686325476
59,366.25105884911864,53.1558239709411,0.5900000000000003,0.7327419778228649,0.26132448527792523,19.062068002987196,-0.04397619167120197,19.04363885484735,-0.8380069908159857,-9.677210801639328,-22.784645891945402
60,377.63208008507524,52.547588898121745,0.6000000000000003,0.7331043319800081,0.2617559788946406,18.995437630381925,-0.05339213248898997,18.968368726594335,-1.0137251213655851,-9.641374168700363,-22.69776534466231
61,389.15699789216546,51.82258498514294,0.6100000000000003,0.7334567689332521,0.2621768768188292,18.93065473289334,-0.06282472669370606,18.89330788047578,-1.188531004883286,-9.606369421866837,-22.612237852975554
62,400.82443146171175,50.97786822681709,0.6200000000000003,0.7337993909375665,0.2625872153640615,18.867697021602556,-0.07227343207722685,18.81844124120366,-1.3624463843965362,-9.572180623565956,-22.52803301585216
63,412.63299654890335,50.01050810056579,0.6300000000000003,0.7341322984328834,0.26298703057725137,18.806542864204232,-0.08173769055146787,18.74375410665329,-1.5354922638909478,-9.53879225581153,-22.44512118940119
64,424.58130511854904,48.91758718801101,0.6400000000000003,0.734455590074551,0.2633763583088012,18.74717125774988,-0.09121692807827661,18.6692321400714,-1.7076889258668384,-9.506189199598673,-22.363473455154125
65,436.6679650044436,47.696200821824085,0.6500000000000004,0.7347693627648006,0.2637552342821225,18.68956180229104,-0.10071055460553476,18.594861362914692,-1.8790559479798823,-9.474356715230556,-22.28306158986413
66,448.89157958231414,46.34345675740375,0.6600000000000004,0.7350737116852712,0.2641236941626116,18.633694675364683,-0.11021796401025263,18.520628148288687,-2.0496122188186874,-9.443280423524039,-22.203858036743163
67,461.25074745633634,44.85647486898115,0.6700000000000004,0.7353687303306271,0.2644817736261457,18.579550607267326,-0.11973853404945604,18.44651921495847,-2.2193759528695427,-9.4129462878449,-22.125835878061707
68,473.7440621592311,43.23238686977408,0.6800000000000004,0.7356545105433063,0.26482950842715985,18.52711085706738,-0.1292716263196882,18.372521621903985,-2.388364704716283,-9.383340596927304,-22.0489688090413
69,486.3701118659732,41.468336055834754,0.6900000000000004,0.7359311425494233,0.2651669344663531,18.476357189309283,-0.13881658622594792,18.298622763394363,-2.556595382520758,-9.354449948435056,-21.973231112974723
70,499.12747912116265,39.56147707325533,0.7000000000000004,0.7361987149958518,0.2654940878580649,18.42727185136564,-0.1483727429609208,18.224810364556415,-2.7240842608277394,-9.326261233225912,-21.898597637513628
71,512.0147405801265,37.50897570841282,0.7100000000000004,0.7364573149885048,0.2658110049973534,18.379837551396907,-0.15793940949535312,18.15107247741382,-2.890846992735934,-9.298761620282722,-21.825043772067232
72,525.030466763836,35.30800870095055,0.7200000000000004,0.7367070281318246,0.266117722626798,18.334037436881008,-0.16751588258044806,18.077397477374234,-3.0568986214753657,-9.271938542278217,-21.752545426259953
73,538.1732218277399,32.95576357920681,0.7300000000000004,0.7369479385694945,0.2664142779030423,18.289855073677785,-0.1771014427631682,18.00377406014236,-3.2222535914297854,-9.245779681742732,-21.681079009399433
74,551.4415633446279,30.449438517812226,0.7400000000000004,0.7371801290263736,0.2667007084630811,18.24727442559609,-0.1866953544153389,17.93019123903772,-3.386925758641329,-9.220272957806532,-21.610621410909634
75,564.8340421016502,27.78624221718711,0.7500000000000004,0.7374036808516581,0.266977052490291,18.206279834433623,-0.19629686577745828,17.856638342696492,-3.5509284008334863,-9.195406513490745,-21.54114998168705
76,578.3492019116344,24.963393804676738,0.7600000000000005,0.7376186740632625,0.26724334878019274,18.166856000462015,-0.20590520901813228,17.78310501313706,-3.71427422698733,-9.171168703523017,-21.47264251634096
77,591.985579438845,21.978122757068103,0.7700000000000005,0.737825187393415,0.26749963680592603,18.128987963332023,-0.2155196003100459,17.70958120416951,-3.876975386504716,-9.1475480826559,-21.405077236281187
78,605.741704039346,18.82766884423477,0.7800000000000005,0.7380232983354508,0.2677459567834097,18.092661083375926,-0.225139239923397,17.63605718012959,-4.039043477991454,-9.1245333944679,-21.338432773619555
79,619.616097616131,15.50928209365768,0.7900000000000005,0.7382130831917889,0.2679823497361512,18.05786102328623,-0.23476331233772,17.56252351491767,-4.200489557692515,-9.102113560628965,-21.27268815585356
80,633.60727448919,12.020222775569387,0.8000000000000005,0.7383946171230693,0.2682088575596617,18.024573730152,-0.24439098637300966,17.48897109132371,-4.361324147610363,-9.080277670613555,-21.207822791302704
81,647.7137412806915,8.35776140846637,0.8100000000000005,0.7385679741984224,0.26842552308542295,17.99278541783612,-0.2540214153410697,17.415391100619082,-4.521557243337055,-9.05901497184626,-21.14381645527019
82,661.9339968154565,4.5191787847298635,0.8200000000000005,0.7387332274468414,0.26863239014434914,17.96248254967859,-0.2636537372179889,17.34177504239625,-4.681198321629884,-9.038314860266222,-21.08064927690449
83,676.2665320369055,0.5017660160893156,0.8300000000000005,0.7388904489096199,0.26882950362967034,17.933651821513205,-0.27328707483863535,17.26811472463731,-4.840256347759693,-9.018166871297879,-21.018301726736738
